subj,response,rt,version
142,1,1591,4
142,4,2004,4
142,3,2127,4
142,1,1365,4
142,3,2930,4
142,3,2317,4
142,1,1471,4
142,1,1382,4
142,4,1393,4
142,2,2099,4
142,3,2112,4
142,3,1506,4
142,1,2038,4
142,5,2270,4
142,1,5816,4
142,1,2478,4
142,3,2256,4
142,5,2338,4
142,5,1148,4
142,5,1741,4
142,6,1615,4
142,4,1707,4
142,6,1521,4
142,6,1269,4
142,7,1428,4
142,7,1222,4
142,4,2318,4
142,6,1737,4
142,6,1195,4
142,7,1487,4
142,4,1733,4
142,4,2046,4
142,6,2855,4
142,6,1392,4
142,6,1415,4
142,3,2576,4
142,3,2922,4
142,5,1740,4
142,6,1303,4
142,6,1393,4
142,4,2241,4
142,4,1659,4
142,4,1852,4
142,6,2351,4
142,1,2053,4
142,1,1635,4
142,5,3696,4
142,5,1801,4
142,2,2394,4
142,5,1269,4
142,1,1362,4
142,1,975,4
142,5,1878,4
142,2,2505,4
142,2,1581,4
142,1,1304,4
142,1,1014,4
142,7,1933,4
142,1,1568,4
142,4,3068,4
142,2,1489,4
142,1,1443,4
142,2,1566,4
142,5,2504,4
142,1,1084,4
142,1,1161,4
142,3,2035,4
142,5,1661,4
142,1,1521,4
142,1,1020,4
142,1,702,4
142,1,2358,4
142,3,2117,4
142,3,1427,4
142,1,1364,4
142,2,2051,4
143,1,6702,4
143,4,2511,4
143,1,2303,4
143,7,2691,4
143,2,1996,4
143,1,3159,4
143,4,2691,4
143,1,2524,4
143,1,2359,4
143,1,1975,4
143,1,2490,4
143,5,2662,4
143,2,2660,4
143,1,1974,4
143,1,1687,4
143,1,1656,4
143,1,1375,4
143,4,2703,4
143,4,2400,4
143,1,1607,4
143,5,3727,4
143,5,2675,4
143,1,2172,4
143,4,2236,4
143,4,1915,4
143,2,4035,4
143,1,4043,4
143,3,2511,4
143,1,2151,4
143,1,1771,4
143,1,10746,4
143,4,3404,4
143,2,3168,4
143,7,2819,4
143,5,2111,4
143,7,2260,4
143,7,1535,4
143,4,2294,4
143,7,1307,4
143,7,1183,4
143,7,1947,4
143,7,2260,4
143,3,2527,4
143,7,1878,4
143,7,1235,4
143,7,1163,4
143,7,1203,4
143,7,1082,4
143,2,3186,4
143,3,1671,4
143,7,1531,4
143,4,2980,4
143,4,1391,4
143,7,1588,4
143,4,1575,4
143,4,1199,4
143,3,2703,4
143,5,2499,4
143,5,1339,4
143,5,2840,4
143,6,1863,4
143,1,8150,4
143,7,6580,4
143,1,1939,4
143,1,1187,4
143,3,2495,4
143,1,1270,4
143,1,1763,4
143,1,2195,4
143,1,923,4
143,1,956,4
143,1,875,4
143,1,1239,4
143,6,1572,4
143,1,1579,4
143,1,1107,4
143,1,995,4
143,4,1267,4
143,1,1260,4
143,6,1627,4
143,1,1551,4
143,1,935,4
143,5,1739,4
143,5,1103,4
143,1,1071,4
143,5,1243,4
143,3,1588,4
143,3,2095,4
143,7,1915,4
143,5,1847,4
143,1,1567,4
143,1,1023,4
144,7,5329,4
144,5,1553,4
144,4,1103,4
144,6,2063,4
144,1,3058,4
144,3,1604,4
144,3,1426,4
144,3,1499,4
144,1,2060,4
144,3,1790,4
144,4,1092,4
144,3,1243,4
144,4,1380,4
144,1,1350,4
144,1,1287,4
144,1,1836,4
144,1,1593,4
144,4,5017,4
144,6,1641,4
144,3,2022,4
144,3,1475,4
144,4,2853,4
144,1,1678,4
144,1,2020,4
144,4,2169,4
144,5,26,4
144,3,2387,4
144,4,4319,4
144,1,2752,4
144,5,2994,4
144,5,10283,4
144,5,1654,4
144,5,2357,4
144,7,3272,4
144,7,1468,4
144,7,1628,4
144,5,2445,4
144,7,2328,4
144,6,2052,4
144,6,1503,4
144,4,1969,4
144,5,3572,4
144,5,1157,4
144,4,2570,4
144,5,1969,4
144,7,1933,4
144,5,2226,4
144,6,2091,4
144,4,1556,4
144,1,2143,4
144,6,2843,4
144,4,1832,4
144,5,5161,4
144,3,2321,4
144,6,1780,4
144,6,1107,4
144,6,3044,4
144,4,1479,4
144,6,1353,4
144,4,1134,4
144,5,2982,4
144,5,17382,4
144,6,4763,4
144,4,1303,4
144,3,3034,4
144,2,953,4
144,2,936,4
144,4,2720,4
144,4,1713,4
144,5,1167,4
144,2,1900,4
144,5,1811,4
144,4,2885,4
144,4,1155,4
144,4,1363,4
144,2,1266,4
144,1,1207,4
144,1,1019,4
144,1,1394,4
144,4,1500,4
144,4,2249,4
144,1,1336,4
144,7,3001,4
144,7,1131,4
144,4,2164,4
144,1,1614,4
144,7,3734,4
144,7,1403,4
144,4,1698,4
144,4,2294,4
144,1,2158,4
144,4,2036,4
145,4,6166,4
145,7,1963,4
145,1,2719,4
145,7,2429,4
145,2,2351,4
145,3,3085,4
145,6,2734,4
145,1,2023,4
145,2,1833,4
145,2,1844,4
145,3,2292,4
145,4,2942,4
145,3,3845,4
145,1,1963,4
145,2,1621,4
145,1,1982,4
145,4,2806,4
145,4,4648,4
145,1,1576,4
145,1,1242,4
145,7,3028,4
145,7,2102,4
145,1,2040,4
145,2,2018,4
145,2,1373,4
145,2,3736,4
145,2,2204,4
145,3,2630,4
145,1,2866,4
145,6,4187,4
145,1,10095,4
145,3,3568,4
145,1,1950,4
145,7,1976,4
145,4,2319,4
145,6,3554,4
145,4,3371,4
145,4,2060,4
145,5,3908,4
145,5,2190,4
145,5,3205,4
145,5,2,4
145,6,228,4
145,3,2813,4
145,7,3880,4
145,6,2001,4
145,2,5045,4
145,6,3735,4
145,6,3340,4
145,7,2520,4
145,6,2204,4
145,4,3922,4
145,3,2662,4
145,6,2634,4
145,6,1368,4
145,7,1699,4
145,6,2321,4
145,2,2312,4
145,5,2336,4
145,6,2450,4
145,1,2468,4
145,1,3880,4
145,7,2220,4
145,7,1779,4
145,1,1214,4
145,4,2035,4
145,1,1888,4
145,1,1897,4
145,7,1439,4
145,1,1266,4
145,1,1213,4
145,1,1165,4
145,1,1470,4
145,4,2557,4
145,4,1725,4
145,1,3052,4
145,5,1691,4
145,1,2292,4
145,3,3018,4
145,1,3204,4
145,1,1203,4
145,2,2471,4
145,7,2533,4
145,7,1536,4
145,5,2557,4
145,1,1672,4
145,1,1278,4
145,3,3083,4
145,5,2458,4
145,7,1730,4
145,1,2656,4
145,5,3213,4
146,5,9123,4
146,7,3695,4
146,3,3626,4
146,2,3124,4
146,2,1992,4
146,2,4950,4
146,2,3636,4
146,2,2067,4
146,2,1860,4
146,2,3070,4
146,1,3011,4
146,1,3471,4
146,6,3677,4
146,1,3951,4
146,1,2249,4
146,1,1921,4
146,4,2521,4
146,2,2795,4
146,7,2944,4
146,3,3202,4
146,3,4114,4
146,2,4148,4
146,4,1910,4
146,5,3408,4
146,6,1859,4
146,3,3180,4
146,1,3329,4
146,5,3283,4
146,1,3887,4
146,1,3234,4
146,2,40454,4
146,5,3062,4
146,4,3687,4
146,2,6580,4
146,2,1619,4
146,2,1327,4
146,2,2485,4
146,2,1997,4
146,2,3016,4
146,1,1201,4
146,1,2990,4
146,1,1078,4
146,2,2019,4
146,5,3042,4
146,2,3179,4
146,1,1579,4
146,1,1197,4
146,3,2113,4
146,2,1812,4
146,4,1608,4
146,2,2137,4
146,4,2591,4
146,3,3443,4
146,2,1762,4
146,4,2372,4
146,4,1199,4
146,2,2671,4
146,2,2278,4
146,4,2321,4
146,1,2365,4
146,1,2175,4
146,2,6540,4
146,4,3757,4
146,5,1839,4
146,2,2659,4
146,2,1589,4
146,2,2495,4
146,2,1465,4
146,2,2017,4
146,2,1149,4
146,1,1193,4
146,1,2697,4
146,1,3138,4
146,1,1643,4
146,1,3770,4
146,1,1843,4
146,1,2174,4
146,1,1662,4
146,4,1710,4
146,1,2604,4
146,5,2183,4
146,3,1871,4
146,5,4341,4
146,4,4771,4
146,3,2595,4
146,4,2241,4
146,5,1345,4
146,2,1817,4
146,1,2799,4
146,5,1983,4
146,1,3665,4
146,1,1625,4
147,3,3955,4
147,3,3230,4
147,4,1921,4
147,4,1323,4
147,1,2358,4
147,3,2156,4
147,2,2168,4
147,4,2373,4
147,2,2201,4
147,4,1995,4
147,1,1904,4
147,2,2442,4
147,1,2036,4
147,3,2150,4
147,1,1683,4
147,2,2696,4
147,1,1339,4
147,3,2388,4
147,2,1681,4
147,1,1451,4
147,4,2650,4
147,3,1623,4
147,1,1536,4
147,2,1989,4
147,2,1433,4
147,2,3703,4
147,4,1522,4
147,4,1522,4
147,1,1507,4
147,6,2552,4
147,1,9772,4
147,1,4065,4
147,4,1791,4
147,6,2325,4
147,4,4020,4
147,5,1472,4
147,5,1429,4
147,4,1776,4
147,6,1916,4
147,6,1448,4
147,5,1413,4
147,7,2210,4
147,6,2708,4
147,6,1236,4
147,6,1863,4
147,7,1603,4
147,2,2303,4
147,6,2118,4
147,6,2122,4
147,6,1557,4
147,7,1339,4
147,3,2709,4
147,2,1609,4
147,2,2140,4
147,3,1686,4
147,5,1591,4
147,5,1527,4
147,1,2117,4
147,3,1496,4
147,3,1665,4
147,1,1394,4
147,4,7234,4
147,5,2640,4
147,7,1625,4
147,1,1342,4
147,1,966,4
147,7,1497,4
147,5,1989,4
147,6,1863,4
147,2,1757,4
147,5,1824,4
147,5,1329,4
147,7,1611,4
147,1,1752,4
147,2,2590,4
147,1,2121,4
147,7,1475,4
147,4,2925,4
147,1,1689,4
147,1,1297,4
147,4,2710,4
147,1,1063,4
147,5,1344,4
147,5,1682,4
147,7,1538,4
147,5,3050,4
147,4,1591,4
147,6,1379,4
147,7,1415,4
147,5,1937,4
147,4,2014,4
147,7,1441,4
148,7,4232,4
148,6,1951,4
148,1,1775,4
148,4,2984,4
148,1,1375,4
148,1,2360,4
148,5,3519,4
148,1,1575,4
148,1,2607,4
148,1,1935,4
148,3,2408,4
148,2,2151,4
148,3,2623,4
148,1,1847,4
148,1,1184,4
148,1,1392,4
148,1,1311,4
148,5,3255,4
148,4,2423,4
148,1,1384,4
148,7,3991,4
148,5,2127,4
148,1,1271,4
148,4,1815,4
148,5,1759,4
148,1,1447,4
148,3,2991,4
148,6,1855,4
148,1,1737,4
148,1,2254,4
148,4,15047,4
148,2,3385,4
148,5,2574,4
148,7,1847,4
148,6,3415,4
148,6,2351,4
148,5,2095,4
148,4,2102,4
148,7,1944,4
148,5,1863,4
148,5,3007,4
148,6,1719,4
148,7,2039,4
148,6,1815,4
148,7,1214,4
148,5,1680,4
148,4,1991,4
148,5,1495,4
148,4,1799,4
148,3,1655,4
148,6,1479,4
148,2,2407,4
148,4,2230,4
148,7,2367,4
148,3,1448,4
148,2,1623,4
148,6,2159,4
148,3,2623,4
148,4,2375,4
148,7,1607,4
148,1,3367,4
148,5,6983,4
148,6,4654,4
148,5,2055,4
148,1,1423,4
148,5,2447,4
148,1,1551,4
148,2,1927,4
148,5,5543,4
148,1,1138,4
148,1,2919,4
148,1,1735,4
148,2,1415,4
148,1,1303,4
148,4,1399,4
148,1,1502,4
148,1,1024,4
148,1,1183,4
148,1,1063,4
148,4,2103,4
148,3,1399,4
148,1,951,4
148,6,1416,4
148,7,1288,4
148,1,1128,4
148,4,1470,4
148,5,1256,4
148,1,1118,4
148,2,2119,4
148,5,1327,4
148,1,1135,4
148,1,1688,4
149,5,5554,4
149,7,1920,4
149,1,1642,4
149,3,2081,4
149,1,1430,4
149,1,1658,4
149,3,1874,4
149,1,1365,4
149,1,1296,4
149,2,1327,4
149,3,1860,4
149,3,1830,4
149,1,1083,4
149,1,1319,4
149,1,1198,4
149,2,1701,4
149,1,1416,4
149,3,1290,4
149,1,2096,4
149,1,1207,4
149,4,1857,4
149,1,2227,4
149,7,1368,4
149,1,2191,4
149,2,1413,4
149,1,1217,4
149,6,1853,4
149,3,1687,4
149,1,1433,4
149,2,1892,4
149,1,9172,4
149,2,2324,4
149,3,2004,4
149,1,1877,4
149,4,2125,4
149,2,1632,4
149,2,2016,4
149,4,3416,4
149,7,1995,4
149,6,2346,4
149,6,2441,4
149,7,2440,4
149,5,2413,4
149,6,2522,4
149,7,1694,4
149,7,1779,4
149,4,2062,4
149,6,2059,4
149,4,2186,4
149,3,2721,4
149,7,1482,4
149,3,2351,4
149,3,2682,4
149,6,2345,4
149,5,2072,4
149,5,2049,4
149,5,2025,4
149,2,2076,4
149,3,2010,4
149,7,1808,4
149,2,2176,4
149,1,8597,4
149,6,2430,4
149,7,1580,4
149,1,1379,4
149,2,2038,4
149,2,1935,4
149,1,1716,4
149,3,1632,4
149,1,1515,4
149,2,1578,4
149,3,1821,4
149,1,1796,4
149,2,1962,4
149,1,1382,4
149,1,1010,4
149,2,1536,4
149,3,1934,4
149,1,1379,4
149,5,1901,4
149,1,1341,4
149,1,1075,4
149,6,1604,4
149,4,1887,4
149,2,1757,4
149,1,1501,4
149,1,1348,4
149,3,1473,4
149,7,2045,4
149,5,1901,4
149,1,1373,4
149,2,2115,4
150,7,10760,4
150,4,3408,4
150,7,2644,4
150,7,8906,4
150,7,5401,4
150,3,3309,4
150,2,2727,4
150,2,2202,4
150,2,1930,4
150,7,4065,4
150,1,3223,4
150,7,1632,4
150,7,2983,4
150,1,2290,4
150,1,1781,4
150,1,2167,4
150,1,2009,4
150,7,2229,4
150,5,2339,4
150,1,1530,4
150,7,2838,4
150,1,2656,4
150,1,1597,4
150,1,1306,4
150,1,1199,4
150,1,1898,4
150,1,2807,4
150,1,1923,4
150,1,3231,4
150,7,2356,4
150,6,23601,4
150,7,2119,4
150,1,1475,4
150,1,1268,4
150,7,1375,4
150,1,1334,4
150,1,1936,4
150,1,1999,4
150,1,1283,4
150,1,1234,4
150,7,1470,4
150,1,1427,4
150,7,1039,4
150,1,1743,4
150,1,65,4
150,1,1300,4
150,1,1822,4
150,1,1128,4
150,7,1392,4
150,3,1564,4
150,1,1307,4
150,7,1991,4
150,1,1245,4
150,3,1510,4
150,1,1282,4
150,3,1743,4
150,1,1589,4
150,1,1319,4
150,1,1149,4
150,3,3027,4
150,1,1912,4
150,7,6649,4
150,7,2052,4
150,1,1160,4
150,1,1143,4
150,7,1933,4
150,1,1018,4
150,1,1932,4
150,1,1186,4
150,1,892,4
150,1,1247,4
150,7,991,4
150,1,1169,4
150,3,2028,4
150,1,2148,4
150,1,1202,4
150,1,1018,4
150,1,1387,4
150,4,2171,4
150,7,1937,4
150,2,1899,4
150,1,1054,4
150,7,1721,4
150,1,1072,4
150,3,1486,4
150,1,1920,4
150,1,1531,4
150,1,1790,4
150,1,897,4
150,1,1381,4
150,1,1802,4
150,7,2374,4
151,4,7282,4
151,6,2212,4
151,6,1123,4
151,6,3302,4
151,6,1199,4
151,6,1024,4
151,5,880,4
151,6,1288,4
151,5,863,4
151,4,952,4
151,5,1032,4
151,4,1024,4
151,4,888,4
151,4,847,4
151,3,1640,4
151,3,960,4
151,3,951,4
151,3,831,4
151,3,832,4
151,3,1144,4
151,3,1023,4
151,3,1536,4
151,3,816,4
151,3,1120,4
151,5,1080,4
151,4,951,4
151,4,1320,4
151,4,936,4
151,4,968,4
151,5,1432,4
151,5,4128,4
151,5,1719,4
151,5,1295,4
151,4,967,4
151,3,911,4
151,4,1047,4
151,5,879,4
151,5,1127,4
151,6,815,4
151,7,1111,4
151,7,1023,4
151,7,768,4
151,7,815,4
151,7,759,4
151,7,696,4
151,7,952,4
151,7,919,4
151,7,782,4
151,7,696,4
151,6,759,4
151,7,825,4
151,7,920,4
151,7,999,4
151,7,864,4
151,7,911,4
151,7,824,4
151,7,1128,4
151,7,976,4
151,6,1240,4
151,6,896,4
151,6,1144,4
151,7,2360,4
151,6,3047,4
151,6,1192,4
151,6,1279,4
151,5,1103,4
151,5,919,4
151,4,2144,4
151,4,760,4
151,4,1351,4
151,4,688,4
151,4,607,4
151,4,582,4
151,4,495,4
151,4,559,4
151,4,631,4
151,4,599,4
151,4,647,4
151,4,567,4
151,4,583,4
151,4,551,4
151,4,495,4
151,4,671,4
151,4,559,4
151,4,719,4
151,4,623,4
151,4,583,4
151,4,663,4
151,4,783,4
151,4,647,4
151,4,839,4
151,4,1376,4
152,5,3158,4
152,6,2462,4
152,1,2126,4
152,7,5159,4
152,2,1944,4
152,3,1841,4
152,5,2065,4
152,1,1534,4
152,1,1535,4
152,1,1366,4
152,1,1740,4
152,5,1480,4
152,1,1875,4
152,1,1377,4
152,1,1505,4
152,1,1312,4
152,1,1295,4
152,6,1361,4
152,1,1242,4
152,1,1100,4
152,4,2021,4
152,5,1689,4
152,4,1498,4
152,3,1687,4
152,3,967,4
152,2,1556,4
152,5,2268,4
152,5,1519,4
152,1,2163,4
152,5,2380,4
152,1,5870,4
152,1,2486,4
152,5,2181,4
152,6,3279,4
152,3,1407,4
152,5,2279,4
152,6,2687,4
152,4,2345,4
152,7,1342,4
152,7,1216,4
152,7,993,4
152,7,884,4
152,4,1552,4
152,7,2004,4
152,7,2158,4
152,7,985,4
152,7,1082,4
152,7,1059,4
152,4,1731,4
152,7,875,4
152,7,1445,4
152,2,1903,4
152,2,1766,4
152,4,1357,4
152,2,2138,4
152,4,2290,4
152,5,1828,4
152,5,1229,4
152,2,1295,4
152,7,1953,4
152,6,2184,4
152,7,3942,4
152,7,3129,4
152,7,1125,4
152,1,1809,4
152,6,1605,4
152,1,1437,4
152,7,3475,4
152,4,1841,4
152,1,1687,4
152,1,1029,4
152,1,2171,4
152,1,989,4
152,4,1559,4
152,1,1690,4
152,1,1428,4
152,1,938,4
152,1,2403,4
152,1,1743,4
152,4,1523,4
152,4,1528,4
152,1,2129,4
152,4,1368,4
152,4,1866,4
152,3,1649,4
152,4,1600,4
152,2,1517,4
152,2,2174,4
152,4,1615,4
152,4,1377,4
152,1,1490,4
152,1,1899,4
153,3,9837,4
153,7,3352,4
153,3,2367,4
153,7,2615,4
153,3,2479,4
153,2,2454,4
153,3,2495,4
153,2,1927,4
153,2,1775,4
153,2,1934,4
153,2,2167,4
153,6,2383,4
153,6,2519,4
153,3,1319,4
153,1,1879,4
153,1,2399,4
153,2,2296,4
153,6,2247,4
153,5,2534,4
153,2,2231,4
153,5,2070,4
153,4,2735,4
153,2,1863,4
153,5,1895,4
153,4,2022,4
153,2,1879,4
153,4,2742,4
153,6,2808,4
153,2,2311,4
153,5,3725,4
153,1,12306,4
153,2,1784,4
153,2,2063,4
153,5,2174,4
153,5,2470,4
153,6,2214,4
153,6,2174,4
153,4,2279,4
153,6,2255,4
153,7,1591,4
153,6,1782,4
153,6,1358,4
153,5,1855,4
153,5,1879,4
153,6,1647,4
153,7,1591,4
153,6,1495,4
153,6,1606,4
153,5,1807,4
153,3,1975,4
153,5,1903,4
153,5,2578,4
153,6,2507,4
153,7,1423,4
153,2,1806,4
153,5,1623,4
153,5,2279,4
153,2,2063,4
153,5,2590,4
153,2,2302,4
153,4,2535,4
153,7,7430,4
153,3,5337,4
153,6,2264,4
153,2,2183,4
153,5,2567,4
153,5,2135,4
153,4,2255,4
153,5,2774,4
153,1,2158,4
153,3,2568,4
153,2,2231,4
153,4,2166,4
153,6,1943,4
153,2,2335,4
153,2,2311,4
153,2,1655,4
153,2,1535,4
153,1,1975,4
153,5,2430,4
153,4,1880,4
153,2,1775,4
153,6,2190,4
153,5,1888,4
153,1,1423,4
153,6,2175,4
153,5,1655,4
153,2,2351,4
153,7,2622,4
153,7,2127,4
153,2,2087,4
153,3,2391,4
154,3,3588,4
154,5,3070,4
154,1,3303,4
154,6,3369,4
154,2,2101,4
154,2,2932,4
154,2,4726,4
154,1,2226,4
154,1,2187,4
154,4,5575,4
154,1,3525,4
154,2,3094,4
154,1,2436,4
154,1,1532,4
154,2,1632,4
154,3,2771,4
154,2,1962,4
154,2,2056,4
154,3,1907,4
154,2,1170,4
154,5,1765,4
154,3,2312,4
154,3,1639,4
154,2,2566,4
154,3,1344,4
154,2,1437,4
154,4,2314,4
154,4,1660,4
154,2,1805,4
154,3,2952,4
154,4,6934,4
154,5,2397,4
154,2,2243,4
154,1,1364,4
154,4,1373,4
154,6,3371,4
154,6,2575,4
154,3,2119,4
154,6,1964,4
154,6,1315,4
154,7,24,4
154,3,3396,4
154,7,3038,4
154,7,3186,4
154,7,1932,4
154,7,1637,4
154,5,2893,4
154,5,2315,4
154,3,4451,4
154,4,24,4
154,5,2058,4
154,3,2054,4
154,4,23,4
154,3,1274,4
154,5,2534,4
154,5,1758,4
154,6,1619,4
154,3,3807,4
154,3,2122,4
154,6,1740,4
154,5,1770,4
154,3,11725,4
154,4,4283,4
154,6,2870,4
154,6,1708,4
154,5,1989,4
154,6,2639,4
154,5,1587,4
154,3,2075,4
154,5,1342,4
154,6,1943,4
154,3,2509,4
154,5,2757,4
154,7,1632,4
154,5,2095,4
154,4,2863,4
154,6,1540,4
154,5,2829,4
154,6,2078,4
154,4,2454,4
154,6,2133,4
154,6,2134,4
154,2,2365,4
154,4,2215,4
154,4,1700,4
154,5,1286,4
154,5,1360,4
154,6,1288,4
154,3,3356,4
154,4,2013,4
154,5,1700,4
154,5,1450,4
155,4,2773,4
155,1,2124,4
155,7,2645,4
155,6,2429,4
155,2,1600,4
155,5,2306,4
155,4,2352,4
155,7,1879,4
155,4,2223,4
155,5,1918,4
155,4,2503,4
155,6,2618,4
155,5,1525,4
155,6,1408,4
155,5,1944,4
155,4,2110,4
155,4,2752,4
155,5,1763,4
155,7,1694,4
155,5,4054,4
155,2,1850,4
155,2,2343,4
155,1,1715,4
155,6,1718,4
155,1,1444,4
155,4,1901,4
155,7,1730,4
155,7,3184,4
155,4,3061,4
155,7,2594,4
155,4,15417,4
155,4,2096,4
155,7,1945,4
155,6,1968,4
155,5,2056,4
155,7,1412,4
155,4,1619,4
155,4,2377,4
155,7,1383,4
155,5,1545,4
155,4,1336,4
155,6,1992,4
155,5,1445,4
155,7,1444,4
155,6,1248,4
155,5,1190,4
155,3,1956,4
155,4,1390,4
155,4,2224,4
155,4,1441,4
155,3,1609,4
155,7,2263,4
155,4,1872,4
155,7,1524,4
155,4,1525,4
155,7,1436,4
155,4,1392,4
155,2,2374,4
155,2,48,4
155,7,2632,4
155,1,1326,4
155,3,3594,4
155,4,1914,4
155,1,1040,4
155,5,1692,4
155,4,1462,4
155,1,1051,4
155,4,1487,4
155,4,2149,4
155,7,1243,4
155,3,1531,4
155,4,2769,4
155,1,1588,4
155,1,43,4
155,1,768,4
155,7,1269,4
155,5,1709,4
155,2,2101,4
155,1,2904,4
155,2,1912,4
155,4,1296,4
155,1,1121,4
155,1,1720,4
155,2,1914,4
155,1,1264,4
155,4,1642,4
155,1,1157,4
155,6,1540,4
155,7,1586,4
155,7,2032,4
155,1,2207,4
155,1,1269,4
156,4,2243,4
156,5,1915,4
156,3,2024,4
156,6,2061,4
156,2,2067,4
156,2,2011,4
156,4,1743,4
156,2,1812,4
156,3,2198,4
156,2,1721,4
156,2,1837,4
156,6,2036,4
156,3,1964,4
156,2,1914,4
156,2,1890,4
156,4,2243,4
156,4,1910,4
156,6,2112,4
156,4,1882,4
156,3,1836,4
156,6,2094,4
156,6,2199,4
156,4,2024,4
156,3,1714,4
156,4,1891,4
156,2,1752,4
156,4,2092,4
156,5,1731,4
156,2,2461,4
156,2,1775,4
156,4,15601,4
156,4,1876,4
156,2,1770,4
156,6,2336,4
156,4,2170,4
156,6,1793,4
156,3,2421,4
156,1,2250,4
156,2,2232,4
156,4,2590,4
156,6,2283,4
156,6,2083,4
156,4,2727,4
156,5,1688,4
156,5,2487,4
156,4,2206,4
156,3,2782,4
156,4,2279,4
156,2,1978,4
156,4,2299,4
156,5,2120,4
156,6,40,4
156,5,2189,4
156,4,2598,4
156,3,2435,4
156,3,3512,4
156,5,2954,4
156,2,3245,4
156,4,2014,4
156,4,2282,4
156,2,1904,4
156,4,8536,4
156,4,3000,4
156,5,2463,4
156,2,1856,4
156,6,1801,4
156,2,2195,4
156,3,1826,4
156,5,3091,4
156,2,1926,4
156,2,303,4
156,2,2843,4
156,1,2009,4
156,5,2503,4
156,3,1681,4
156,3,2815,4
156,4,1687,4
156,3,2266,4
156,5,3239,4
156,6,2258,4
156,3,2155,4
156,2,1561,4
156,7,2313,4
156,4,2220,4
156,5,1989,4
156,2,2500,4
156,4,2256,4
156,2,1821,4
156,5,2037,4
156,5,1780,4
156,3,2222,4
156,2,2072,4
157,5,22233,4
157,6,3258,4
157,1,2390,4
157,3,3096,4
157,2,2329,4
157,1,2938,4
157,1,2751,4
157,2,2296,4
157,1,1924,4
157,1,2800,4
157,2,2687,4
157,3,2610,4
157,2,2908,4
157,1,3127,4
157,5,2858,4
157,2,3251,4
157,1,2377,4
157,4,3017,4
157,3,2219,4
157,1,2516,4
157,5,3165,4
157,3,3431,4
157,2,2813,4
157,2,3517,4
157,3,1987,4
157,1,2296,4
157,5,3112,4
157,6,2422,4
157,4,3831,4
157,3,3955,4
157,4,5314,4
157,3,4829,4
157,2,3069,4
157,6,3294,4
157,4,3533,4
157,3,2594,4
157,5,2829,4
157,6,2878,4
157,7,2705,4
157,6,2158,4
157,5,2735,4
157,6,2218,4
157,5,4578,4
157,6,2627,4
157,7,2516,4
157,3,3065,4
157,3,4565,4
157,4,2861,4
157,5,4266,4
157,2,2500,4
157,2,2159,4
157,4,3843,4
157,3,2564,4
157,2,2297,4
157,3,2912,4
157,4,2294,4
157,6,2284,4
157,2,3033,4
157,2,3282,4
157,3,2579,4
157,1,3595,4
157,2,5816,4
157,6,3563,4
157,7,2269,4
157,1,2281,4
157,1,1861,4
157,2,2156,4
157,2,2562,4
157,3,2659,4
157,1,1953,4
157,3,3298,4
157,1,2627,4
157,1,2577,4
157,2,2269,4
157,1,1953,4
157,1,1909,4
157,6,2867,4
157,2,2478,4
157,2,2579,4
157,1,1906,4
157,1,1846,4
157,2,1580,4
157,4,2827,4
157,5,3409,4
157,6,3515,4
157,3,2346,4
157,2,2282,4
157,1,2173,4
157,6,3048,4
157,5,2204,4
157,5,2706,4
157,3,3283,4
158,3,5306,4
158,4,1004,4
158,2,1757,4
158,7,1514,4
158,1,2057,4
158,2,2841,4
158,1,3940,4
158,2,2158,4
158,2,84,4
158,1,2531,4
158,1,2050,4
158,4,2216,4
158,1,1510,4
158,1,2517,4
158,2,1804,4
158,1,1727,4
158,1,1482,4
158,5,1820,4
158,1,1593,4
158,1,1387,4
158,5,2509,4
158,2,1656,4
158,1,1273,4
158,1,1156,4
158,2,953,4
158,1,1194,4
158,4,1555,4
158,5,1640,4
158,1,1698,4
158,1,2346,4
158,1,10415,4
158,2,181,4
158,2,4671,4
158,3,360,4
158,1,2122,4
158,6,1809,4
158,1,2284,4
158,5,1952,4
158,7,1590,4
158,7,1426,4
158,3,1458,4
158,3,1978,4
158,3,1772,4
158,5,1302,4
158,7,1811,4
158,6,1358,4
158,2,1354,4
158,7,1416,4
158,3,1398,4
158,2,1472,4
158,5,1562,4
158,1,2096,4
158,2,1863,4
158,3,1347,4
158,3,1281,4
158,2,1169,4
158,6,1259,4
158,2,1540,4
158,2,1698,4
158,3,1816,4
158,2,1390,4
158,1,2651,4
158,2,3270,4
158,2,1923,4
158,2,1355,4
158,5,1566,4
158,2,2225,4
158,3,1666,4
158,3,1509,4
158,3,1981,4
158,1,1447,4
158,2,1623,4
158,3,1399,4
158,5,1372,4
158,3,2279,4
158,3,2406,4
158,6,1649,4
158,4,2075,4
158,1,1619,4
158,5,1296,4
158,4,1601,4
158,2,1763,4
158,7,1516,4
158,3,2181,4
158,2,2163,4
158,3,1111,4
158,6,1429,4
158,2,1769,4
158,7,1563,4
158,6,1534,4
158,2,1438,4
158,3,1792,4
159,3,7627,4
159,5,1805,4
159,3,2183,4
159,7,1742,4
159,2,1400,4
159,2,1959,4
159,2,2023,4
159,5,1599,4
159,1,1855,4
159,2,2073,4
159,4,1394,4
159,7,1734,4
159,4,2343,4
159,4,1687,4
159,1,1556,4
159,4,2382,4
